support_interaction_id,unified_customer_id,ticket_id,customer_name,customer_email,customer_age,customer_gender,product_purchased,date_of_purchase,ticket_type,ticket_subject,ticket_status,resolution,ticket_priority,ticket_channel,first_response_time,time_to_resolution,resolution_hours_after_first_response,customer_satisfaction_rating,is_closed,is_open,response_available_flag,resolution_available_flag,invalid_age_flag,invalid_satisfaction_rating_flag,resolution_before_response_flag,identity_resolution_method,identity_confidence_score
SUP00001055,CUST0003532,4168,Toni Fernandez,joshuasavage@example.com,62,male,nintendo_switch,2021-05-11 00:00:00,billing_inquiry,product_recommendation,closed,Society concern travel partner fill under.,critical,email,2023-06-01 03:51:31,2023-06-01 12:51:31,9.000000000000002,2.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001056,CUST0006209,5406,Nathan Phillips,clarkthomas@example.net,27,male,amazon_echo,2020-07-17 00:00:00,billing_inquiry,payment_issue,pending_customer_response,,low,social_media,2023-06-01 03:51:44,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001057,CUST0005402,5330,Colton Pacheco,andrew42@example.org,53,male,canon_eos,2021-07-21 00:00:00,refund_request,product_compatibility,pending_customer_response,,critical,chat,2023-06-01 03:51:56,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001058,CUST0001122,3367,Daniel Wagner,jwest@example.net,67,male,lg_oled,2021-10-15 00:00:00,technical_issue,hardware_issue,pending_customer_response,,critical,phone,2023-06-01 03:52:18,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001059,CUST0001469,3336,William Mcdonald,sarahmathis@example.com,52,other,canon_dslr_camera,2020-01-11 00:00:00,refund_request,product_setup,closed,Compare leg wonder music anything commercial.,medium,email,2023-06-01 03:52:38,2023-05-31 23:27:38,-4.416666666666667,1.0,1,0,1,1,0,0,1,synthetic_email_hash_global_pool,0.45
SUP00001060,CUST0007022,4352,Susan Duncan,kelleylindsay@example.com,58,female,google_pixel,2020-09-17 00:00:00,cancellation_request,product_recommendation,closed,Best he meeting economic.,high,phone,2023-06-01 03:53:41,2023-06-01 09:12:41,5.316666666666666,5.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001061,CUST0002754,6385,Christine Harper,wilsonheather@example.net,65,male,nest_thermostat,2021-01-15 00:00:00,product_inquiry,account_access,closed,Hotel big ago radio politics window trouble.,high,chat,2023-06-01 03:54:18,2023-06-01 00:42:18,-3.2,3.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00001062,CUST0006809,3223,Teresa Vasquez,nicholaslittle@example.com,57,other,amazon_echo,2020-04-15 00:00:00,refund_request,payment_issue,closed,Much understand daughter leader because.,low,email,2023-06-01 03:55:54,2023-06-01 11:46:54,7.85,4.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001063,CUST0006845,2491,Leah Clark,jonesvalerie@example.net,19,male,bose_quiet_comfort,2020-10-29 00:00:00,product_inquiry,refund_request,pending_customer_response,,high,social_media,2023-06-01 03:56:12,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001064,CUST0006966,3333,Maria Gutierrez,hannahmelton@example.com,19,male,fitbit_versa_smartwatch,2020-02-12 00:00:00,refund_request,refund_request,pending_customer_response,,medium,phone,2023-06-01 03:56:34,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001065,CUST0000544,5293,Monica Walker,mary51@example.net,55,other,mac_book_pro,2021-06-25 00:00:00,billing_inquiry,software_bug,closed,Whatever politics home become.,critical,social_media,2023-06-01 03:57:05,2023-06-01 18:30:05,14.55,3.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001066,CUST0004681,2718,Kristen Lawrence,cwerner@example.com,19,female,philips_hue_lights,2021-07-23 00:00:00,cancellation_request,battery_life,closed,Try child film message source however.,critical,social_media,2023-06-01 03:57:21,2023-06-01 08:19:21,4.366666666666667,5.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001067,CUST0004624,1090,Gerald Butler,sarah21@example.net,40,female,lg_washing_machine,2020-06-23 00:00:00,billing_inquiry,display_issue,closed,Election authority under free section.,low,social_media,2023-06-01 03:57:37,2023-06-01 12:12:37,8.250000000000002,3.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001068,CUST0006800,7533,John Lawrence,ischultz@example.org,26,other,lg_smart_tv,2020-07-23 00:00:00,cancellation_request,hardware_issue,closed,Capital country range six begin nothing.,high,email,2023-06-01 03:57:44,2023-06-01 17:42:44,13.75,1.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001069,CUST0005602,7128,Kenneth Jordan,david68@example.com,28,male,dyson_vacuum_cleaner,2021-03-21 00:00:00,technical_issue,account_access,closed,Just improve art really sense.,low,phone,2023-06-01 03:58:08,2023-06-01 11:24:08,7.433333333333334,5.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001070,CUST0002895,6168,David Garcia,marsheduardo@example.net,42,other,roomba_robot_vacuum,2021-11-24 00:00:00,refund_request,installation_support,closed,Market develop create project alone large material hit.,high,email,2023-06-01 03:58:14,2023-06-01 19:34:14,15.6,2.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001071,CUST0000382,2606,Jason Hernandez,carolyn66@example.net,42,male,nintendo_switch,2021-01-30 00:00:00,product_inquiry,account_access,pending_customer_response,,low,phone,2023-06-01 03:58:50,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001072,CUST0002578,1674,Melissa Campbell,kevin66@example.org,68,other,samsung_galaxy,2020-05-05 00:00:00,billing_inquiry,display_issue,closed,Station more paper tend tell.,high,phone,2023-06-01 03:58:56,2023-06-01 18:28:56,14.5,5.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001073,CUST0006798,562,Angela Hall,andersonmario@example.org,44,male,lg_oled,2020-05-17 00:00:00,technical_issue,network_problem,closed,One fire Democrat describe.,medium,phone,2023-06-01 03:59:34,2023-06-01 11:54:34,7.916666666666667,3.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001074,CUST0005409,5712,Julie Anderson,uturner@example.com,62,female,amazon_kindle,2020-08-19 00:00:00,technical_issue,display_issue,pending_customer_response,,high,social_media,2023-06-01 03:59:42,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001075,CUST0004623,4538,David Craig,alexishahn@example.com,23,male,sony_play_station,2021-06-13 00:00:00,refund_request,cancellation_request,pending_customer_response,,critical,email,2023-06-01 03:59:54,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001076,CUST0004076,5773,Mrs. Ashley Andrews,franklinkenneth@example.net,44,other,nikon_d,2020-12-14 00:00:00,refund_request,product_recommendation,pending_customer_response,,critical,social_media,2023-06-01 04:00:11,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001077,CUST0003099,2477,Max Dawson,brandymorgan@example.net,54,other,xbox,2020-04-19 00:00:00,refund_request,installation_support,closed,Only right recently just care notice possible able.,high,email,2023-06-01 04:00:52,2023-06-01 21:56:52,17.933333333333337,2.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001078,CUST0001878,4321,James Contreras,phillip06@example.net,21,other,google_pixel,2021-12-26 00:00:00,cancellation_request,software_bug,pending_customer_response,,low,social_media,2023-06-01 04:00:54,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001079,CUST0004694,3186,Bradley Hubbard,dylan60@example.net,55,female,bose_sound_link_speaker,2021-10-28 00:00:00,cancellation_request,hardware_issue,closed,Up politics compare despite.,high,social_media,2023-06-01 04:01:01,2023-06-01 16:27:01,12.433333333333334,2.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001080,CUST0006125,456,Denise Huang,amanda00@example.org,28,male,fitbit_versa_smartwatch,2021-03-14 00:00:00,refund_request,cancellation_request,closed,Consider true cause whether.,low,social_media,2023-06-01 04:01:02,2023-06-01 06:25:02,2.4,5.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001081,CUST0005884,819,Kevin Mitchell,anthony37@example.com,23,female,lg_smart_tv,2020-12-07 00:00:00,refund_request,product_recommendation,closed,I reflect may difficult sister.,high,phone,2023-06-01 04:01:30,2023-06-01 19:55:30,15.9,3.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001082,CUST0000835,8403,Mario Palmer,patriciamartinez@example.org,58,other,google_nest,2021-01-07 00:00:00,technical_issue,data_loss,pending_customer_response,,low,chat,2023-06-01 04:01:58,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001083,CUST0001097,2486,Robert Palmer,williamsjonathan@example.com,54,female,dyson_vacuum_cleaner,2021-10-20 00:00:00,technical_issue,payment_issue,closed,Table our attorney fund page organization.,high,social_media,2023-06-01 04:02:06,2023-06-01 07:44:06,3.7,2.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001084,CUST0002062,853,Luis Barton,dstrickland@example.org,29,female,sony_4_k_hdr_tv,2021-10-03 00:00:00,refund_request,display_issue,closed,Thank name child goal set media toward.,medium,email,2023-06-01 04:03:15,2023-06-01 07:17:15,3.2333333333333334,5.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001085,CUST0003512,7042,Joanna Hoover,trichardson@example.net,52,male,bose_quiet_comfort,2021-04-19 00:00:00,refund_request,refund_request,closed,Weight consider carry surface teach generation.,low,email,2023-06-01 04:03:16,2023-06-01 03:09:16,-0.9,3.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00001086,CUST0000861,3523,Jennifer Olson,savannahdelgado@example.org,63,male,google_nest,2021-06-15 00:00:00,technical_issue,data_loss,closed,Her you analysis world finally the along.,low,email,2023-06-01 04:03:43,2023-06-01 01:03:43,-3.0,2.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00001087,CUST0002562,1491,Gabrielle Griffin,nalvarez@example.net,58,female,lenovo_think_pad,2020-09-06 00:00:00,refund_request,account_access,closed,Significant commercial sing learn.,high,phone,2023-06-01 04:03:51,2023-06-01 01:27:51,-2.6,1.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00001088,CUST0001647,1277,Sara Harvey,maryroy@example.net,25,male,fitbit_versa_smartwatch,2020-11-07 00:00:00,billing_inquiry,data_loss,closed,Piece wife reach parent reflect now possible away.,critical,social_media,2023-06-01 04:04:02,2023-06-01 02:01:02,-2.0500000000000003,2.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00001089,CUST0004313,614,Jose Hunter,abbottmackenzie@example.org,18,male,apple_air_pods,2020-03-24 00:00:00,refund_request,network_problem,pending_customer_response,,low,chat,2023-06-01 04:04:50,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001090,CUST0005115,800,Jamie Mcgee,richjeffrey@example.org,36,female,mac_book_pro,2021-02-06 00:00:00,refund_request,account_access,pending_customer_response,,low,email,2023-06-01 04:05:04,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001091,CUST0001237,5252,Andrea Bowen,gabriel25@example.net,55,other,microsoft_office,2021-02-06 00:00:00,product_inquiry,display_issue,pending_customer_response,,medium,phone,2023-06-01 04:05:07,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001092,CUST0003557,763,Dana Thompson,tlove@example.com,27,other,amazon_echo,2020-08-31 00:00:00,cancellation_request,delivery_problem,pending_customer_response,,medium,chat,2023-06-01 04:05:14,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001093,CUST0004626,4424,Kimberly Smith,nevans@example.com,31,female,microsoft_xbox_controller,2020-12-09 00:00:00,cancellation_request,installation_support,closed,Strong leader develop drop newspaper build job.,critical,social_media,2023-06-01 04:05:18,2023-06-01 10:37:18,6.533333333333333,2.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001094,CUST0005673,3554,Jacob Weber,gmyers@example.com,26,other,lg_oled,2021-06-30 00:00:00,cancellation_request,battery_life,closed,Letter sell travel where make store case.,low,chat,2023-06-01 04:06:19,2023-06-01 11:25:19,7.316666666666666,5.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001095,CUST0000001,4470,Kristina Munoz,wperez@example.net,30,female,roomba_robot_vacuum,2021-04-29 00:00:00,billing_inquiry,network_problem,pending_customer_response,,critical,chat,2023-06-01 04:06:23,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001096,CUST0002174,2591,Dr. Alicia Williams,smithbrandon@example.com,36,female,sony_xperia,2020-05-23 00:00:00,product_inquiry,product_compatibility,closed,Career certain study population accept.,low,phone,2023-06-01 04:06:31,2023-06-01 00:52:31,-3.2333333333333334,3.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00001097,CUST0001413,7483,Stephen Padilla,manningjessica@example.org,35,male,google_nest,2021-11-06 00:00:00,product_inquiry,installation_support,pending_customer_response,,critical,phone,2023-06-01 04:06:37,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001098,CUST0001794,1271,Robert Rios,kimjeremiah@example.net,43,male,nintendo_switch,2020-07-17 00:00:00,cancellation_request,data_loss,pending_customer_response,,medium,email,2023-06-01 04:06:54,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001099,CUST0001903,3394,Brittany Evans,andersonandrew@example.org,40,male,lg_washing_machine,2021-12-09 00:00:00,cancellation_request,battery_life,pending_customer_response,,critical,email,2023-06-01 04:06:56,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001100,CUST0000690,3733,Fernando Hutchinson,anthonyhobbs@example.com,20,female,adobe_photoshop,2020-04-08 00:00:00,product_inquiry,software_bug,pending_customer_response,,medium,email,2023-06-01 04:07:23,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001101,CUST0002754,2459,Kenneth Norman,hardyjessica@example.net,65,male,lg_oled,2020-03-01 00:00:00,product_inquiry,refund_request,pending_customer_response,,low,social_media,2023-06-01 04:07:25,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001102,CUST0005504,6089,Richard Contreras,garrettjessica@example.net,25,other,bose_sound_link_speaker,2020-08-09 00:00:00,refund_request,software_bug,closed,Hundred fact work near it.,medium,social_media,2023-06-01 04:07:31,2023-06-01 00:39:31,-3.466666666666667,3.0,1,0,1,1,0,0,1,synthetic_email_hash_global_pool,0.45
SUP00001103,CUST0006920,4146,Clarence David,malik59@example.org,48,other,nest_thermostat,2021-05-04 00:00:00,technical_issue,battery_life,closed,Chair amount technology store.,critical,phone,2023-06-01 04:07:58,2023-06-01 17:02:58,12.916666666666666,1.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001104,CUST0005854,7552,Dr. Cameron Horton,danasantana@example.net,27,male,hp_pavilion,2021-03-03 00:00:00,cancellation_request,product_recommendation,pending_customer_response,,high,social_media,2023-06-01 04:08:08,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001105,CUST0000925,195,Cynthia Allen,rachelsmith@example.org,57,male,samsung_soundbar,2021-06-15 00:00:00,billing_inquiry,payment_issue,closed,Smile step occur.,medium,social_media,2023-06-01 04:08:11,2023-06-01 11:49:11,7.683333333333334,2.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001106,CUST0004143,6817,Marcus Kerr,sarah27@example.org,70,other,play_station,2021-08-13 00:00:00,billing_inquiry,delivery_problem,closed,Then number north mouth boy what court out.,low,social_media,2023-06-01 04:08:15,2023-06-01 16:27:15,12.316666666666666,3.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001107,CUST0004838,1124,Justin Johnson,meghanwu@example.net,26,male,lg_washing_machine,2021-08-17 00:00:00,technical_issue,refund_request,pending_customer_response,,critical,phone,2023-06-01 04:08:25,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001108,CUST0005679,1306,Teresa Barnes MD,kadams@example.org,66,female,lg_oled,2020-07-09 00:00:00,cancellation_request,peripheral_compatibility,closed,Hand grow wrong simply.,high,phone,2023-06-01 04:08:40,2023-06-01 08:57:40,4.816666666666666,4.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001109,CUST0001320,6197,Jennifer Ortiz,toddmoreno@example.net,47,male,dell_xps,2021-07-23 00:00:00,cancellation_request,account_access,closed,Father similar I perform order.,critical,phone,2023-06-01 04:08:53,2023-06-01 14:43:53,10.583333333333334,5.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001110,CUST0003451,3587,Ebony Wilson,christina10@example.net,41,other,xbox,2020-10-29 00:00:00,cancellation_request,software_bug,closed,Adult them guy seek color while while.,medium,chat,2023-06-01 04:09:05,2023-06-01 03:33:05,-0.6,5.0,1,0,1,1,0,0,1,synthetic_email_hash_global_pool,0.45
SUP00001111,CUST0005539,998,Eric Harvey,julie04@example.net,43,male,apple_air_pods,2021-02-10 00:00:00,billing_inquiry,payment_issue,closed,Grow laugh little air rest successful.,medium,phone,2023-06-01 04:09:31,2023-06-01 08:34:31,4.416666666666667,4.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001112,CUST0001231,4938,Rachel Sanchez,vperry@example.org,33,male,lg_smart_tv,2021-05-20 00:00:00,billing_inquiry,account_access,pending_customer_response,,medium,email,2023-06-01 04:09:57,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001113,CUST0002117,5111,Mary Rush,davidcox@example.org,43,other,roomba_robot_vacuum,2020-04-29 00:00:00,refund_request,refund_request,pending_customer_response,,critical,email,2023-06-01 04:10:01,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001114,CUST0005915,8318,Nathan Mejia,raymond59@example.net,52,other,lg_washing_machine,2020-11-12 00:00:00,cancellation_request,cancellation_request,closed,Property them billion question share.,low,email,2023-06-01 04:10:02,2023-06-01 21:44:02,17.56666666666667,3.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001115,CUST0000987,2274,Connie Christian,jgreen@example.org,21,male,canon_eos,2021-07-25 00:00:00,product_inquiry,product_recommendation,closed,Financial or I reality.,medium,phone,2023-06-01 04:10:11,2023-06-01 07:00:11,2.8333333333333335,1.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001116,CUST0003251,685,Beth Wells,markkelly@example.org,39,other,canon_eos,2020-05-17 00:00:00,technical_issue,data_loss,closed,Wait alone expert determine.,critical,chat,2023-06-01 04:10:27,2023-06-01 05:17:27,1.1166666666666667,3.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001117,CUST0000921,2592,Gregory Leon,christina33@example.org,61,female,lg_smart_tv,2021-06-07 00:00:00,technical_issue,account_access,pending_customer_response,,low,social_media,2023-06-01 04:10:33,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001118,CUST0000860,6672,Joseph Dixon,kevinjones@example.org,59,female,apple_air_pods,2020-07-05 00:00:00,product_inquiry,product_setup,pending_customer_response,,low,email,2023-06-01 04:10:44,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001119,CUST0001765,8238,Timothy Schultz,robert09@example.org,24,female,play_station,2021-11-10 00:00:00,technical_issue,account_access,closed,Hand sell friend of main.,critical,phone,2023-06-01 04:11:11,2023-06-01 02:18:11,-1.8833333333333333,5.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00001120,CUST0003994,7510,Janice Washington,jfisher@example.org,68,female,amazon_echo,2020-02-06 00:00:00,refund_request,installation_support,closed,Future program kitchen thus movement me.,high,chat,2023-06-01 04:11:13,2023-06-01 17:10:13,12.983333333333333,3.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001121,CUST0005242,1945,Katie Lucas,matthew74@example.net,43,female,dell_xps,2020-12-14 00:00:00,refund_request,account_access,closed,Democratic she form seem itself.,high,social_media,2023-06-01 04:11:18,2023-05-31 23:02:18,-5.15,2.0,1,0,1,1,0,0,1,synthetic_email_hash_demographic_segment,0.65
SUP00001122,CUST0005722,1088,Melissa Levy,jonesmolly@example.com,22,female,autodesk_auto_cad,2021-10-05 00:00:00,refund_request,payment_issue,pending_customer_response,,low,social_media,2023-06-01 04:11:34,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001123,CUST0002033,6273,Daniel Sharp,dale77@example.com,48,other,adobe_photoshop,2021-01-28 00:00:00,technical_issue,software_bug,pending_customer_response,,high,email,2023-06-01 04:11:41,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001124,CUST0005010,2086,Amy Lewis,benjaminterrell@example.com,33,male,nikon_d,2020-06-24 00:00:00,product_inquiry,product_recommendation,closed,Everyone yourself power course season director camera.,high,social_media,2023-06-01 04:11:44,2023-06-01 21:48:44,17.616666666666667,4.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001125,CUST0002391,6852,Alison Williams,olsonphillip@example.org,36,other,autodesk_auto_cad,2020-01-27 00:00:00,cancellation_request,software_bug,pending_customer_response,,high,email,2023-06-01 04:11:57,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001126,CUST0000303,3720,Michael Porter,murphybecky@example.net,56,male,go_pro_action_camera,2021-10-16 00:00:00,cancellation_request,network_problem,closed,Church no police seem stock lawyer.,critical,phone,2023-06-01 04:12:04,2023-06-01 09:12:04,5.0,3.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001127,CUST0001634,5316,Ryan Malone,dtran@example.org,54,male,lg_oled,2020-10-19 00:00:00,refund_request,product_compatibility,closed,Respond strong word civil beat official form.,high,social_media,2023-06-01 04:12:37,2023-06-01 20:38:37,16.433333333333337,2.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001128,CUST0006299,1259,Erica Chapman,jameskaren@example.org,43,male,lg_oled,2020-12-21 00:00:00,product_inquiry,delivery_problem,pending_customer_response,,low,email,2023-06-01 04:12:40,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001129,CUST0002769,2600,Elizabeth Mcmahon,karenharris@example.com,32,male,nintendo_switch,2021-02-05 00:00:00,billing_inquiry,payment_issue,pending_customer_response,,medium,email,2023-06-01 04:12:43,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001130,CUST0002709,7111,Steven Cooper,danielscott@example.net,57,female,sony_play_station,2021-01-10 00:00:00,product_inquiry,refund_request,pending_customer_response,,critical,social_media,2023-06-01 04:12:47,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001131,CUST0004056,6364,Kimberly Johnson,freemanmax@example.org,18,female,hp_pavilion,2021-06-26 00:00:00,billing_inquiry,product_setup,closed,Who research run unit without yes.,medium,email,2023-06-01 04:12:48,2023-06-01 08:13:48,4.016666666666667,2.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001132,CUST0005001,6462,Andrea Benson,wayne45@example.net,21,male,fitbit_versa_smartwatch,2020-10-06 00:00:00,cancellation_request,network_problem,closed,Region she perhaps wife near daughter.,critical,social_media,2023-06-01 04:13:04,2023-06-01 19:11:04,14.966666666666667,1.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001133,CUST0004878,2766,Brandon Huber,wardnathan@example.org,18,other,google_nest,2020-11-10 00:00:00,product_inquiry,account_access,pending_customer_response,,low,chat,2023-06-01 04:13:24,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001134,CUST0000300,3245,Phillip Sharp,umullins@example.org,44,other,mac_book_pro,2020-05-14 00:00:00,billing_inquiry,account_access,closed,Everybody film relationship course for.,high,phone,2023-06-01 04:13:29,2023-06-01 01:24:29,-2.816666666666667,4.0,1,0,1,1,0,0,1,synthetic_email_hash_global_pool,0.45
SUP00001135,CUST0005535,5893,Kathleen Kelley,emilygentry@example.net,32,male,play_station,2021-06-14 00:00:00,product_inquiry,network_problem,closed,Enough learn group good discover.,low,social_media,2023-06-01 04:14:03,2023-06-01 21:03:03,16.81666666666667,4.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001136,CUST0005799,7861,Mitchell Knight,laurajackson@example.org,25,male,i_phone,2020-08-19 00:00:00,refund_request,hardware_issue,pending_customer_response,,critical,phone,2023-06-01 04:14:18,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001137,CUST0001875,862,Ricky Green,clarence80@example.net,25,other,go_pro_hero,2020-01-10 00:00:00,refund_request,display_issue,closed,Mean education test next movie threat American say.,medium,social_media,2023-06-01 04:14:27,2023-06-01 13:07:27,8.883333333333335,3.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001138,CUST0004437,298,Amy Byrd,zacharyjohnson@example.net,24,male,apple_air_pods,2020-09-12 00:00:00,cancellation_request,cancellation_request,closed,Affect matter room senior cultural nice.,critical,phone,2023-06-01 04:14:28,2023-06-01 17:40:28,13.433333333333334,2.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001139,CUST0001970,1800,Julie Perry,orice@example.com,24,female,lg_washing_machine,2021-02-26 00:00:00,cancellation_request,network_problem,pending_customer_response,,high,chat,2023-06-01 04:14:53,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001140,CUST0006341,3354,Shannon Price,tnguyen@example.net,23,other,microsoft_xbox_controller,2020-07-03 00:00:00,cancellation_request,installation_support,pending_customer_response,,high,social_media,2023-06-01 04:15:02,,,,0,1,1,0,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001141,CUST0002230,2104,Michael Hamilton,kellysmith@example.com,22,female,lg_smart_tv,2021-08-29 00:00:00,product_inquiry,software_bug,closed,It general catch right not follow.,medium,email,2023-06-01 04:15:12,2023-06-01 13:18:12,9.05,2.0,1,0,1,1,0,0,0,synthetic_email_hash_demographic_segment,0.65
SUP00001142,CUST0003144,7389,Terri Mcgrath,ariaskimberly@example.net,48,other,microsoft_surface,2020-12-05 00:00:00,billing_inquiry,product_recommendation,closed,Point order play land officer.,high,email,2023-06-01 04:15:17,2023-06-01 13:28:17,9.216666666666667,5.0,1,0,1,1,0,0,0,synthetic_email_hash_global_pool,0.45
SUP00001143,CUST0002001,2283,Teresa Castillo,jessicaritter@example.com,37,female,nest_thermostat,2021-06-21 00:00:00,product_inquiry,cancellation_request,pending_customer_response,,medium,email,2023-06-01 04:15:25,,,,0,1,1,0,0,0,0,synthetic_email_hash_demographic_segment,0.65
