customer_identity_bridge_id,source_system,source_customer_id,source_customer_email,source_customer_name,unified_customer_id,identity_resolution_method,identity_confidence_score
IDBR00006117,telco_customer_churn,8660-BUETV,,,CUST0006117,native_telco_customer_id,1.0
IDBR00006118,telco_customer_churn,8661-BOYNW,,,CUST0006118,native_telco_customer_id,1.0
IDBR00006119,telco_customer_churn,8663-UPDGF,,,CUST0006119,native_telco_customer_id,1.0
IDBR00006120,telco_customer_churn,8665-UTDHZ,,,CUST0006120,native_telco_customer_id,1.0
IDBR00006121,telco_customer_churn,8668-KNZTI,,,CUST0006121,native_telco_customer_id,1.0
IDBR00006122,telco_customer_churn,8670-ERCJH,,,CUST0006122,native_telco_customer_id,1.0
IDBR00006123,telco_customer_churn,8670-MEFCP,,,CUST0006123,native_telco_customer_id,1.0
IDBR00006124,telco_customer_churn,8671-KKKOS,,,CUST0006124,native_telco_customer_id,1.0
IDBR00006125,telco_customer_churn,8672-OAUPW,,,CUST0006125,native_telco_customer_id,1.0
IDBR00006126,telco_customer_churn,8676-OOQEJ,,,CUST0006126,native_telco_customer_id,1.0
IDBR00006127,telco_customer_churn,8676-TRMJS,,,CUST0006127,native_telco_customer_id,1.0
IDBR00006128,telco_customer_churn,8677-HDZEE,,,CUST0006128,native_telco_customer_id,1.0
IDBR00006129,telco_customer_churn,8679-JOEVF,,,CUST0006129,native_telco_customer_id,1.0
IDBR00006130,telco_customer_churn,8679-LZBMD,,,CUST0006130,native_telco_customer_id,1.0
IDBR00006131,telco_customer_churn,8680-CGLTP,,,CUST0006131,native_telco_customer_id,1.0
IDBR00006132,telco_customer_churn,8681-ICONS,,,CUST0006132,native_telco_customer_id,1.0
IDBR00006133,telco_customer_churn,8685-WHQPW,,,CUST0006133,native_telco_customer_id,1.0
IDBR00006134,telco_customer_churn,8687-BAFGU,,,CUST0006134,native_telco_customer_id,1.0
IDBR00006135,telco_customer_churn,8690-UPCZI,,,CUST0006135,native_telco_customer_id,1.0
IDBR00006136,telco_customer_churn,8690-ZVLCL,,,CUST0006136,native_telco_customer_id,1.0
IDBR00006137,telco_customer_churn,8695-ARGXZ,,,CUST0006137,native_telco_customer_id,1.0
IDBR00006138,telco_customer_churn,8695-WDYEA,,,CUST0006138,native_telco_customer_id,1.0
IDBR00006139,telco_customer_churn,8696-JKZNU,,,CUST0006139,native_telco_customer_id,1.0
IDBR00006140,telco_customer_churn,8699-ASUFO,,,CUST0006140,native_telco_customer_id,1.0
IDBR00006141,telco_customer_churn,8701-DGLVH,,,CUST0006141,native_telco_customer_id,1.0
IDBR00006142,telco_customer_churn,8705-DWKTI,,,CUST0006142,native_telco_customer_id,1.0
IDBR00006143,telco_customer_churn,8705-WZCYL,,,CUST0006143,native_telco_customer_id,1.0
IDBR00006144,telco_customer_churn,8706-HRADD,,,CUST0006144,native_telco_customer_id,1.0
IDBR00006145,telco_customer_churn,8707-HOEDG,,,CUST0006145,native_telco_customer_id,1.0
IDBR00006146,telco_customer_churn,8707-RMEZH,,,CUST0006146,native_telco_customer_id,1.0
IDBR00006147,telco_customer_churn,8708-XPXHZ,,,CUST0006147,native_telco_customer_id,1.0
IDBR00006148,telco_customer_churn,8709-KRDVL,,,CUST0006148,native_telco_customer_id,1.0
IDBR00006149,telco_customer_churn,8710-YGLWG,,,CUST0006149,native_telco_customer_id,1.0
IDBR00006150,telco_customer_churn,8711-LOBKY,,,CUST0006150,native_telco_customer_id,1.0
IDBR00006151,telco_customer_churn,8713-IGZSO,,,CUST0006151,native_telco_customer_id,1.0
IDBR00006152,telco_customer_churn,8714-CTZJW,,,CUST0006152,native_telco_customer_id,1.0
IDBR00006153,telco_customer_churn,8714-EUHJO,,,CUST0006153,native_telco_customer_id,1.0
IDBR00006154,telco_customer_churn,8715-KKTFG,,,CUST0006154,native_telco_customer_id,1.0
IDBR00006155,telco_customer_churn,8717-VCTXJ,,,CUST0006155,native_telco_customer_id,1.0
IDBR00006156,telco_customer_churn,8718-PTMEZ,,,CUST0006156,native_telco_customer_id,1.0
IDBR00006157,telco_customer_churn,8720-RQSBJ,,,CUST0006157,native_telco_customer_id,1.0
IDBR00006158,telco_customer_churn,8722-NGNBH,,,CUST0006158,native_telco_customer_id,1.0
IDBR00006159,telco_customer_churn,8722-PRFDV,,,CUST0006159,native_telco_customer_id,1.0
IDBR00006160,telco_customer_churn,8725-JEDFD,,,CUST0006160,native_telco_customer_id,1.0
IDBR00006161,telco_customer_churn,8727-JQFHV,,,CUST0006161,native_telco_customer_id,1.0
IDBR00006162,telco_customer_churn,8727-XDPUD,,,CUST0006162,native_telco_customer_id,1.0
IDBR00006163,telco_customer_churn,8728-SKJLR,,,CUST0006163,native_telco_customer_id,1.0
IDBR00006164,telco_customer_churn,8731-WBBMB,,,CUST0006164,native_telco_customer_id,1.0
IDBR00006165,telco_customer_churn,8734-DKSTZ,,,CUST0006165,native_telco_customer_id,1.0
IDBR00006166,telco_customer_churn,8734-FNWVH,,,CUST0006166,native_telco_customer_id,1.0
IDBR00006167,telco_customer_churn,8735-DCXNF,,,CUST0006167,native_telco_customer_id,1.0
IDBR00006168,telco_customer_churn,8735-IJJEG,,,CUST0006168,native_telco_customer_id,1.0
IDBR00006169,telco_customer_churn,8735-NBLWT,,,CUST0006169,native_telco_customer_id,1.0
IDBR00006170,telco_customer_churn,8735-SDUFN,,,CUST0006170,native_telco_customer_id,1.0
IDBR00006171,telco_customer_churn,8738-JOKAR,,,CUST0006171,native_telco_customer_id,1.0
IDBR00006172,telco_customer_churn,8739-QOTTN,,,CUST0006172,native_telco_customer_id,1.0
IDBR00006173,telco_customer_churn,8739-WWKDU,,,CUST0006173,native_telco_customer_id,1.0
IDBR00006174,telco_customer_churn,8739-XNIKG,,,CUST0006174,native_telco_customer_id,1.0
IDBR00006175,telco_customer_churn,8740-CRYFY,,,CUST0006175,native_telco_customer_id,1.0
IDBR00006176,telco_customer_churn,8740-XLHDR,,,CUST0006176,native_telco_customer_id,1.0
IDBR00006177,telco_customer_churn,8741-LQOBK,,,CUST0006177,native_telco_customer_id,1.0
IDBR00006178,telco_customer_churn,8745-PVESG,,,CUST0006178,native_telco_customer_id,1.0
IDBR00006179,telco_customer_churn,8746-BFOAJ,,,CUST0006179,native_telco_customer_id,1.0
IDBR00006180,telco_customer_churn,8746-OQQRW,,,CUST0006180,native_telco_customer_id,1.0
IDBR00006181,telco_customer_churn,8747-UDCOI,,,CUST0006181,native_telco_customer_id,1.0
IDBR00006182,telco_customer_churn,8748-HFWBO,,,CUST0006182,native_telco_customer_id,1.0
IDBR00006183,telco_customer_churn,8749-CLJXC,,,CUST0006183,native_telco_customer_id,1.0
IDBR00006184,telco_customer_churn,8749-JMNKX,,,CUST0006184,native_telco_customer_id,1.0
IDBR00006185,telco_customer_churn,8749-TZYEC,,,CUST0006185,native_telco_customer_id,1.0
IDBR00006186,telco_customer_churn,8750-QWZAJ,,,CUST0006186,native_telco_customer_id,1.0
IDBR00006187,telco_customer_churn,8751-EDEKA,,,CUST0006187,native_telco_customer_id,1.0
IDBR00006188,telco_customer_churn,8752-GHJFU,,,CUST0006188,native_telco_customer_id,1.0
IDBR00006189,telco_customer_churn,8752-IMQOS,,,CUST0006189,native_telco_customer_id,1.0
IDBR00006190,telco_customer_churn,8752-STIVR,,,CUST0006190,native_telco_customer_id,1.0
IDBR00006191,telco_customer_churn,8755-IWJHN,,,CUST0006191,native_telco_customer_id,1.0
IDBR00006192,telco_customer_churn,8755-OGKNA,,,CUST0006192,native_telco_customer_id,1.0
IDBR00006193,telco_customer_churn,8756-RDDLT,,,CUST0006193,native_telco_customer_id,1.0
IDBR00006194,telco_customer_churn,8757-TFHHJ,,,CUST0006194,native_telco_customer_id,1.0
IDBR00006195,telco_customer_churn,8760-ZRHKE,,,CUST0006195,native_telco_customer_id,1.0
IDBR00006196,telco_customer_churn,8761-NSOBC,,,CUST0006196,native_telco_customer_id,1.0
IDBR00006197,telco_customer_churn,8763-KIAFH,,,CUST0006197,native_telco_customer_id,1.0
IDBR00006198,telco_customer_churn,8766-PAFNE,,,CUST0006198,native_telco_customer_id,1.0
IDBR00006199,telco_customer_churn,8769-KKTPH,,,CUST0006199,native_telco_customer_id,1.0
IDBR00006200,telco_customer_churn,8773-HHUOZ,,,CUST0006200,native_telco_customer_id,1.0
IDBR00006201,telco_customer_churn,8774-GSBUN,,,CUST0006201,native_telco_customer_id,1.0
IDBR00006202,telco_customer_churn,8775-CEBBJ,,,CUST0006202,native_telco_customer_id,1.0
IDBR00006203,telco_customer_churn,8775-ERLNB,,,CUST0006203,native_telco_customer_id,1.0
IDBR00006204,telco_customer_churn,8775-LHDJH,,,CUST0006204,native_telco_customer_id,1.0
IDBR00006205,telco_customer_churn,8777-MBMTS,,,CUST0006205,native_telco_customer_id,1.0
IDBR00006206,telco_customer_churn,8777-PVYGU,,,CUST0006206,native_telco_customer_id,1.0
IDBR00006207,telco_customer_churn,8778-LMWTJ,,,CUST0006207,native_telco_customer_id,1.0
IDBR00006208,telco_customer_churn,8779-QRDMV,,,CUST0006208,native_telco_customer_id,1.0
IDBR00006209,telco_customer_churn,8779-YIQQA,,,CUST0006209,native_telco_customer_id,1.0
IDBR00006210,telco_customer_churn,8780-IHCRN,,,CUST0006210,native_telco_customer_id,1.0
IDBR00006211,telco_customer_churn,8780-IXSTS,,,CUST0006211,native_telco_customer_id,1.0
IDBR00006212,telco_customer_churn,8780-RSYYU,,,CUST0006212,native_telco_customer_id,1.0
IDBR00006213,telco_customer_churn,8780-YRMTT,,,CUST0006213,native_telco_customer_id,1.0
IDBR00006214,telco_customer_churn,8782-LKFPK,,,CUST0006214,native_telco_customer_id,1.0
IDBR00006215,telco_customer_churn,8782-NUUOL,,,CUST0006215,native_telco_customer_id,1.0
IDBR00006216,telco_customer_churn,8784-CGILN,,,CUST0006216,native_telco_customer_id,1.0
IDBR00006217,telco_customer_churn,8785-CJSHH,,,CUST0006217,native_telco_customer_id,1.0
IDBR00006218,telco_customer_churn,8785-EPNCG,,,CUST0006218,native_telco_customer_id,1.0
IDBR00006219,telco_customer_churn,8788-DOXSU,,,CUST0006219,native_telco_customer_id,1.0
IDBR00006220,telco_customer_churn,8791-GFXLZ,,,CUST0006220,native_telco_customer_id,1.0
IDBR00006221,telco_customer_churn,8792-AOROI,,,CUST0006221,native_telco_customer_id,1.0
IDBR00006222,telco_customer_churn,8799-OXZMD,,,CUST0006222,native_telco_customer_id,1.0
IDBR00006223,telco_customer_churn,8800-JOOCF,,,CUST0006223,native_telco_customer_id,1.0
IDBR00006224,telco_customer_churn,8800-ZKRFW,,,CUST0006224,native_telco_customer_id,1.0
IDBR00006225,telco_customer_churn,8802-UNOJF,,,CUST0006225,native_telco_customer_id,1.0
IDBR00006226,telco_customer_churn,8805-JNRAZ,,,CUST0006226,native_telco_customer_id,1.0
IDBR00006227,telco_customer_churn,8806-EAGWC,,,CUST0006227,native_telco_customer_id,1.0
IDBR00006228,telco_customer_churn,8807-ARQET,,,CUST0006228,native_telco_customer_id,1.0
IDBR00006229,telco_customer_churn,8807-OPMBM,,,CUST0006229,native_telco_customer_id,1.0
IDBR00006230,telco_customer_churn,8808-ELEHO,,,CUST0006230,native_telco_customer_id,1.0
IDBR00006231,telco_customer_churn,8809-RIHDD,,,CUST0006231,native_telco_customer_id,1.0
IDBR00006232,telco_customer_churn,8809-XKHMD,,,CUST0006232,native_telco_customer_id,1.0
IDBR00006233,telco_customer_churn,8812-ZRHFP,,,CUST0006233,native_telco_customer_id,1.0
IDBR00006234,telco_customer_churn,8815-LMFLX,,,CUST0006234,native_telco_customer_id,1.0
IDBR00006235,telco_customer_churn,8816-VXNZD,,,CUST0006235,native_telco_customer_id,1.0
IDBR00006236,telco_customer_churn,8818-DOPVL,,,CUST0006236,native_telco_customer_id,1.0
IDBR00006237,telco_customer_churn,8818-XYFCQ,,,CUST0006237,native_telco_customer_id,1.0
IDBR00006238,telco_customer_churn,8819-IMISP,,,CUST0006238,native_telco_customer_id,1.0
IDBR00006239,telco_customer_churn,8819-WFGGJ,,,CUST0006239,native_telco_customer_id,1.0
IDBR00006240,telco_customer_churn,8819-ZBYNA,,,CUST0006240,native_telco_customer_id,1.0
IDBR00006241,telco_customer_churn,8821-KVZKQ,,,CUST0006241,native_telco_customer_id,1.0
IDBR00006242,telco_customer_churn,8821-XNHVZ,,,CUST0006242,native_telco_customer_id,1.0
IDBR00006243,telco_customer_churn,8822-KNBHV,,,CUST0006243,native_telco_customer_id,1.0
IDBR00006244,telco_customer_churn,8823-RLPWL,,,CUST0006244,native_telco_customer_id,1.0
IDBR00006245,telco_customer_churn,8824-RWFXJ,,,CUST0006245,native_telco_customer_id,1.0
IDBR00006246,telco_customer_churn,8835-VSDSE,,,CUST0006246,native_telco_customer_id,1.0
IDBR00006247,telco_customer_churn,8837-VVWLQ,,,CUST0006247,native_telco_customer_id,1.0
IDBR00006248,telco_customer_churn,8838-GPHZP,,,CUST0006248,native_telco_customer_id,1.0
IDBR00006249,telco_customer_churn,8840-DQLGN,,,CUST0006249,native_telco_customer_id,1.0
IDBR00006250,telco_customer_churn,8844-TONUD,,,CUST0006250,native_telco_customer_id,1.0
IDBR00006251,telco_customer_churn,8845-LWKGE,,,CUST0006251,native_telco_customer_id,1.0
IDBR00006252,telco_customer_churn,8847-GEOOQ,,,CUST0006252,native_telco_customer_id,1.0
IDBR00006253,telco_customer_churn,8849-AYPTR,,,CUST0006253,native_telco_customer_id,1.0
IDBR00006254,telco_customer_churn,8849-GYOKR,,,CUST0006254,native_telco_customer_id,1.0
IDBR00006255,telco_customer_churn,8849-PRIQJ,,,CUST0006255,native_telco_customer_id,1.0
IDBR00006256,telco_customer_churn,8851-RAGOV,,,CUST0006256,native_telco_customer_id,1.0
IDBR00006257,telco_customer_churn,8853-TZDGH,,,CUST0006257,native_telco_customer_id,1.0
IDBR00006258,telco_customer_churn,8854-CCVSQ,,,CUST0006258,native_telco_customer_id,1.0
IDBR00006259,telco_customer_churn,8857-CUPFQ,,,CUST0006259,native_telco_customer_id,1.0
IDBR00006260,telco_customer_churn,8859-AXJZP,,,CUST0006260,native_telco_customer_id,1.0
IDBR00006261,telco_customer_churn,8859-DZTGQ,,,CUST0006261,native_telco_customer_id,1.0
IDBR00006262,telco_customer_churn,8859-YSTWS,,,CUST0006262,native_telco_customer_id,1.0
IDBR00006263,telco_customer_churn,8861-HGGKB,,,CUST0006263,native_telco_customer_id,1.0
IDBR00006264,telco_customer_churn,8865-TNMNX,,,CUST0006264,native_telco_customer_id,1.0
IDBR00006265,telco_customer_churn,8868-GAGIO,,,CUST0006265,native_telco_customer_id,1.0
IDBR00006266,telco_customer_churn,8868-WOZGU,,,CUST0006266,native_telco_customer_id,1.0
IDBR00006267,telco_customer_churn,8869-LIHMK,,,CUST0006267,native_telco_customer_id,1.0
IDBR00006268,telco_customer_churn,8869-TORSS,,,CUST0006268,native_telco_customer_id,1.0
IDBR00006269,telco_customer_churn,8871-JLMHM,,,CUST0006269,native_telco_customer_id,1.0
IDBR00006270,telco_customer_churn,8873-GLDMH,,,CUST0006270,native_telco_customer_id,1.0
IDBR00006271,telco_customer_churn,8873-TMKGR,,,CUST0006271,native_telco_customer_id,1.0
IDBR00006272,telco_customer_churn,8874-EJNSR,,,CUST0006272,native_telco_customer_id,1.0
IDBR00006273,telco_customer_churn,8875-AKBYH,,,CUST0006273,native_telco_customer_id,1.0
IDBR00006274,telco_customer_churn,8878-HMWBV,,,CUST0006274,native_telco_customer_id,1.0
IDBR00006275,telco_customer_churn,8878-RYUKI,,,CUST0006275,native_telco_customer_id,1.0
IDBR00006276,telco_customer_churn,8879-XUAHX,,,CUST0006276,native_telco_customer_id,1.0
IDBR00006277,telco_customer_churn,8879-ZKJOF,,,CUST0006277,native_telco_customer_id,1.0
IDBR00006278,telco_customer_churn,8882-TLVRW,,,CUST0006278,native_telco_customer_id,1.0
IDBR00006279,telco_customer_churn,8883-ANODQ,,,CUST0006279,native_telco_customer_id,1.0
IDBR00006280,telco_customer_churn,8883-GRDWQ,,,CUST0006280,native_telco_customer_id,1.0
IDBR00006281,telco_customer_churn,8884-ADFVN,,,CUST0006281,native_telco_customer_id,1.0
IDBR00006282,telco_customer_churn,8884-FEEWR,,,CUST0006282,native_telco_customer_id,1.0
IDBR00006283,telco_customer_churn,8884-MRNSU,,,CUST0006283,native_telco_customer_id,1.0
IDBR00006284,telco_customer_churn,8885-QSQBX,,,CUST0006284,native_telco_customer_id,1.0
IDBR00006285,telco_customer_churn,8887-IPQNC,,,CUST0006285,native_telco_customer_id,1.0
IDBR00006286,telco_customer_churn,8894-JVDCV,,,CUST0006286,native_telco_customer_id,1.0
IDBR00006287,telco_customer_churn,8896-BQTTI,,,CUST0006287,native_telco_customer_id,1.0
IDBR00006288,telco_customer_churn,8896-RAZCR,,,CUST0006288,native_telco_customer_id,1.0
IDBR00006289,telco_customer_churn,8898-KASCD,,,CUST0006289,native_telco_customer_id,1.0
IDBR00006290,telco_customer_churn,8901-HJXTF,,,CUST0006290,native_telco_customer_id,1.0
IDBR00006291,telco_customer_churn,8901-UPRHR,,,CUST0006291,native_telco_customer_id,1.0
IDBR00006292,telco_customer_churn,8902-ZEOVF,,,CUST0006292,native_telco_customer_id,1.0
IDBR00006293,telco_customer_churn,8903-WMRNW,,,CUST0006293,native_telco_customer_id,1.0
IDBR00006294,telco_customer_churn,8903-XEBGX,,,CUST0006294,native_telco_customer_id,1.0
IDBR00006295,telco_customer_churn,8904-OPDCK,,,CUST0006295,native_telco_customer_id,1.0
IDBR00006296,telco_customer_churn,8905-IAZPF,,,CUST0006296,native_telco_customer_id,1.0
IDBR00006297,telco_customer_churn,8908-NMQTX,,,CUST0006297,native_telco_customer_id,1.0
IDBR00006298,telco_customer_churn,8908-SLFCJ,,,CUST0006298,native_telco_customer_id,1.0
IDBR00006299,telco_customer_churn,8909-BOLNL,,,CUST0006299,native_telco_customer_id,1.0
IDBR00006300,telco_customer_churn,8910-ICHIU,,,CUST0006300,native_telco_customer_id,1.0
IDBR00006301,telco_customer_churn,8910-LEDAG,,,CUST0006301,native_telco_customer_id,1.0
IDBR00006302,telco_customer_churn,8914-RBTSB,,,CUST0006302,native_telco_customer_id,1.0
IDBR00006303,telco_customer_churn,8915-NNTRC,,,CUST0006303,native_telco_customer_id,1.0
IDBR00006304,telco_customer_churn,8917-FAEMR,,,CUST0006304,native_telco_customer_id,1.0
IDBR00006305,telco_customer_churn,8917-SZTTJ,,,CUST0006305,native_telco_customer_id,1.0
IDBR00006306,telco_customer_churn,8919-FYFQZ,,,CUST0006306,native_telco_customer_id,1.0
IDBR00006307,telco_customer_churn,8920-NAVAY,,,CUST0006307,native_telco_customer_id,1.0
IDBR00006308,telco_customer_churn,8922-LIEGH,,,CUST0006308,native_telco_customer_id,1.0
IDBR00006309,telco_customer_churn,8922-NPKBJ,,,CUST0006309,native_telco_customer_id,1.0
IDBR00006310,telco_customer_churn,8929-KSWIH,,,CUST0006310,native_telco_customer_id,1.0
IDBR00006311,telco_customer_churn,8930-XOTDP,,,CUST0006311,native_telco_customer_id,1.0
IDBR00006312,telco_customer_churn,8931-GJJIQ,,,CUST0006312,native_telco_customer_id,1.0
IDBR00006313,telco_customer_churn,8932-CZHRQ,,,CUST0006313,native_telco_customer_id,1.0
IDBR00006314,telco_customer_churn,8937-RDTHP,,,CUST0006314,native_telco_customer_id,1.0
IDBR00006315,telco_customer_churn,8938-UMKPI,,,CUST0006315,native_telco_customer_id,1.0
IDBR00006316,telco_customer_churn,8942-DBMHZ,,,CUST0006316,native_telco_customer_id,1.0
IDBR00006317,telco_customer_churn,8943-URTMR,,,CUST0006317,native_telco_customer_id,1.0
IDBR00006318,telco_customer_churn,8944-AILEF,,,CUST0006318,native_telco_customer_id,1.0
IDBR00006319,telco_customer_churn,8945-GRKHX,,,CUST0006319,native_telco_customer_id,1.0
IDBR00006320,telco_customer_churn,8945-MUQUF,,,CUST0006320,native_telco_customer_id,1.0
IDBR00006321,telco_customer_churn,8946-BFWSG,,,CUST0006321,native_telco_customer_id,1.0
IDBR00006322,telco_customer_churn,8947-YRTDV,,,CUST0006322,native_telco_customer_id,1.0
IDBR00006323,telco_customer_churn,8949-JTMAY,,,CUST0006323,native_telco_customer_id,1.0
IDBR00006324,telco_customer_churn,8950-MTZNV,,,CUST0006324,native_telco_customer_id,1.0
IDBR00006325,telco_customer_churn,8952-WCVCD,,,CUST0006325,native_telco_customer_id,1.0
IDBR00006326,telco_customer_churn,8957-THMOA,,,CUST0006326,native_telco_customer_id,1.0
IDBR00006327,telco_customer_churn,8958-JPTRR,,,CUST0006327,native_telco_customer_id,1.0
IDBR00006328,telco_customer_churn,8961-QDZZJ,,,CUST0006328,native_telco_customer_id,1.0
IDBR00006329,telco_customer_churn,8963-JLGJT,,,CUST0006329,native_telco_customer_id,1.0
IDBR00006330,telco_customer_churn,8963-MQVYN,,,CUST0006330,native_telco_customer_id,1.0
IDBR00006331,telco_customer_churn,8966-KZXXA,,,CUST0006331,native_telco_customer_id,1.0
IDBR00006332,telco_customer_churn,8966-OIQHG,,,CUST0006332,native_telco_customer_id,1.0
IDBR00006333,telco_customer_churn,8966-SNIZF,,,CUST0006333,native_telco_customer_id,1.0
IDBR00006334,telco_customer_churn,8967-SZQAS,,,CUST0006334,native_telco_customer_id,1.0
IDBR00006335,telco_customer_churn,8969-PRHFK,,,CUST0006335,native_telco_customer_id,1.0
IDBR00006336,telco_customer_churn,8970-ANWXO,,,CUST0006336,native_telco_customer_id,1.0
IDBR00006337,telco_customer_churn,8972-HJWNV,,,CUST0006337,native_telco_customer_id,1.0
IDBR00006338,telco_customer_churn,8974-OVACP,,,CUST0006338,native_telco_customer_id,1.0
IDBR00006339,telco_customer_churn,8975-SKGRX,,,CUST0006339,native_telco_customer_id,1.0
IDBR00006340,telco_customer_churn,8976-OQHGT,,,CUST0006340,native_telco_customer_id,1.0
IDBR00006341,telco_customer_churn,8979-CAMGB,,,CUST0006341,native_telco_customer_id,1.0
IDBR00006342,telco_customer_churn,8980-WQFWL,,,CUST0006342,native_telco_customer_id,1.0
IDBR00006343,telco_customer_churn,8981-FJGLA,,,CUST0006343,native_telco_customer_id,1.0
IDBR00006344,telco_customer_churn,8982-NHAVY,,,CUST0006344,native_telco_customer_id,1.0
IDBR00006345,telco_customer_churn,8984-EYLLL,,,CUST0006345,native_telco_customer_id,1.0
IDBR00006346,telco_customer_churn,8984-HPEMB,,,CUST0006346,native_telco_customer_id,1.0
IDBR00006347,telco_customer_churn,8985-OOPOS,,,CUST0006347,native_telco_customer_id,1.0
IDBR00006348,telco_customer_churn,8988-ECPJR,,,CUST0006348,native_telco_customer_id,1.0
IDBR00006349,telco_customer_churn,8990-YOZLV,,,CUST0006349,native_telco_customer_id,1.0
IDBR00006350,telco_customer_churn,8990-ZXLSU,,,CUST0006350,native_telco_customer_id,1.0
IDBR00006351,telco_customer_churn,8992-CEUEN,,,CUST0006351,native_telco_customer_id,1.0
IDBR00006352,telco_customer_churn,8992-JQYUN,,,CUST0006352,native_telco_customer_id,1.0
IDBR00006353,telco_customer_churn,8992-OBVDG,,,CUST0006353,native_telco_customer_id,1.0
IDBR00006354,telco_customer_churn,8992-VONJD,,,CUST0006354,native_telco_customer_id,1.0
IDBR00006355,telco_customer_churn,8993-IZEUX,,,CUST0006355,native_telco_customer_id,1.0
IDBR00006356,telco_customer_churn,8993-PHFWD,,,CUST0006356,native_telco_customer_id,1.0
IDBR00006357,telco_customer_churn,8996-ZROXE,,,CUST0006357,native_telco_customer_id,1.0
IDBR00006358,telco_customer_churn,8999-BOHSE,,,CUST0006358,native_telco_customer_id,1.0
IDBR00006359,telco_customer_churn,8999-EXMNO,,,CUST0006359,native_telco_customer_id,1.0
IDBR00006360,telco_customer_churn,8999-XXGNS,,,CUST0006360,native_telco_customer_id,1.0
IDBR00006361,telco_customer_churn,8999-YPYBV,,,CUST0006361,native_telco_customer_id,1.0
IDBR00006362,telco_customer_churn,9000-PLFUZ,,,CUST0006362,native_telco_customer_id,1.0
IDBR00006363,telco_customer_churn,9003-CPATH,,,CUST0006363,native_telco_customer_id,1.0
IDBR00006364,telco_customer_churn,9013-AQORL,,,CUST0006364,native_telco_customer_id,1.0
IDBR00006365,telco_customer_churn,9018-PCIOK,,,CUST0006365,native_telco_customer_id,1.0
IDBR00006366,telco_customer_churn,9019-QVLZD,,,CUST0006366,native_telco_customer_id,1.0
IDBR00006367,telco_customer_churn,9025-AOMKI,,,CUST0006367,native_telco_customer_id,1.0
IDBR00006368,telco_customer_churn,9025-ZRPVR,,,CUST0006368,native_telco_customer_id,1.0
IDBR00006369,telco_customer_churn,9026-LHEVG,,,CUST0006369,native_telco_customer_id,1.0
IDBR00006370,telco_customer_churn,9026-RNUJS,,,CUST0006370,native_telco_customer_id,1.0
IDBR00006371,telco_customer_churn,9027-TMATR,,,CUST0006371,native_telco_customer_id,1.0
IDBR00006372,telco_customer_churn,9027-YFHQJ,,,CUST0006372,native_telco_customer_id,1.0
IDBR00006373,telco_customer_churn,9028-LIHRP,,,CUST0006373,native_telco_customer_id,1.0
IDBR00006374,telco_customer_churn,9029-FEGVJ,,,CUST0006374,native_telco_customer_id,1.0
IDBR00006375,telco_customer_churn,9030-QGZNL,,,CUST0006375,native_telco_customer_id,1.0
IDBR00006376,telco_customer_churn,9031-ZVQPT,,,CUST0006376,native_telco_customer_id,1.0
IDBR00006377,telco_customer_churn,9033-EOXWV,,,CUST0006377,native_telco_customer_id,1.0
IDBR00006378,telco_customer_churn,9036-CSKBW,,,CUST0006378,native_telco_customer_id,1.0
IDBR00006379,telco_customer_churn,9039-RBEEE,,,CUST0006379,native_telco_customer_id,1.0
IDBR00006380,telco_customer_churn,9039-ZVJDC,,,CUST0006380,native_telco_customer_id,1.0
IDBR00006381,telco_customer_churn,9040-KZVWO,,,CUST0006381,native_telco_customer_id,1.0
IDBR00006382,telco_customer_churn,9046-DQMTP,,,CUST0006382,native_telco_customer_id,1.0
IDBR00006383,telco_customer_churn,9046-JBFWA,,,CUST0006383,native_telco_customer_id,1.0
IDBR00006384,telco_customer_churn,9048-JVYVF,,,CUST0006384,native_telco_customer_id,1.0
IDBR00006385,telco_customer_churn,9050-IKDZA,,,CUST0006385,native_telco_customer_id,1.0
IDBR00006386,telco_customer_churn,9050-QLROH,,,CUST0006386,native_telco_customer_id,1.0
IDBR00006387,telco_customer_churn,9052-DHNKM,,,CUST0006387,native_telco_customer_id,1.0
IDBR00006388,telco_customer_churn,9052-VKDUW,,,CUST0006388,native_telco_customer_id,1.0
IDBR00006389,telco_customer_churn,9053-EJUNL,,,CUST0006389,native_telco_customer_id,1.0
IDBR00006390,telco_customer_churn,9053-JZFKV,,,CUST0006390,native_telco_customer_id,1.0
IDBR00006391,telco_customer_churn,9054-FOWNV,,,CUST0006391,native_telco_customer_id,1.0
IDBR00006392,telco_customer_churn,9055-MOJJJ,,,CUST0006392,native_telco_customer_id,1.0
IDBR00006393,telco_customer_churn,9057-MSWCO,,,CUST0006393,native_telco_customer_id,1.0
IDBR00006394,telco_customer_churn,9057-SIHCH,,,CUST0006394,native_telco_customer_id,1.0
IDBR00006395,telco_customer_churn,9058-CBREO,,,CUST0006395,native_telco_customer_id,1.0
IDBR00006396,telco_customer_churn,9058-HRZSV,,,CUST0006396,native_telco_customer_id,1.0
IDBR00006397,telco_customer_churn,9058-MJLZC,,,CUST0006397,native_telco_customer_id,1.0
IDBR00006398,telco_customer_churn,9060-HJJRW,,,CUST0006398,native_telco_customer_id,1.0
IDBR00006399,telco_customer_churn,9061-TIHDA,,,CUST0006399,native_telco_customer_id,1.0
